"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"UCD - ICD Sub-Chapter"	"UCD - ICD Sub-Chapter Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"States associated with artificial menopause"	"N95.3"	2	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Other specified menopausal and perimenopausal disorders"	"N95.8"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Menopausal and perimenopausal disorder, unspecified"	"N95.9"	1	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Habitual aborter"	"N96"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Female infertility associated with anovulation"	"N97.0"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Female infertility of tubal origin"	"N97.1"	1	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Female infertility of uterine origin"	"N97.2"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Female infertility of cervical origin"	"N97.3"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Female infertility associated with male factors"	"N97.4"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Female infertility of other origin"	"N97.8"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Female infertility, unspecified"	"N97.9"	1	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Infection associated with artificial insemination"	"N98.0"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Hyperstimulation of ovaries"	"N98.1"	1	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Complications of attempted introduction of fertilized ovum following in vitro fertilization"	"N98.2"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Complications of attempted introduction of embryo in embryo transfer"	"N98.3"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Other complications associated with artificial fertilization"	"N98.8"	0	4791200056	Unreliable
	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"	"Complication associated with artificial fertilization, unspecified"	"N98.9"	0	4791200056	Unreliable
"Total"	"Diseases of the genitourinary system"	"N00-N98"	"Noninflammatory disorders of female genital tract"	"N80-N98"			3677	4791200056	0.1
"Total"	"Diseases of the genitourinary system"	"N00-N98"					980767	4791200056	20.5
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Abdominal pregnancy"	"O00.0"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Tubal pregnancy"	"O00.1"	85	4791200056	0.0
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Ovarian pregnancy"	"O00.2"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other ectopic pregnancy"	"O00.8"	6	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Ectopic pregnancy, unspecified"	"O00.9"	187	4791200056	0.0
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Classical hydatidiform mole"	"O01.0"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Incomplete and partial hydatidiform mole"	"O01.1"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Hydatidiform mole, unspecified"	"O01.9"	8	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Blighted ovum and nonhydatidiform mole"	"O02.0"	4	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Missed abortion"	"O02.1"	15	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other specified abnormal products of conception"	"O02.8"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Abnormal product of conception, unspecified"	"O02.9"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, incomplete, complicated by genital tract and pelvic infection"	"O03.0"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, incomplete, complicated by delayed or excessive haemorrhage"	"O03.1"	5	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, incomplete, complicated by embolism"	"O03.2"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, incomplete, with other and unspecified complications"	"O03.3"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, incomplete, without complication"	"O03.4"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O03.5"	14	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O03.6"	10	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, complete or unspecified, complicated by embolism"	"O03.7"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, complete or unspecified, with other and unspecified complications"	"O03.8"	22	4791200056	0.0
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Spontaneous abortion, complete or unspecified, without complication"	"O03.9"	16	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, incomplete, complicated by genital tract and pelvic infection"	"O04.0"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, incomplete, complicated by delayed or excessive haemorrhage"	"O04.1"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, incomplete, complicated by embolism"	"O04.2"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, incomplete, with other and unspecified complications"	"O04.3"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, incomplete, without complication"	"O04.4"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O04.5"	5	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O04.6"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, complete or unspecified, complicated by embolism"	"O04.7"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, complete or unspecified, with other and unspecified complications"	"O04.8"	14	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Medical abortion, complete or unspecified, without complication"	"O04.9"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, incomplete, complicated by genital tract and pelvic infection"	"O05.0"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, incomplete, complicated by delayed or excessive haemorrhage"	"O05.1"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, incomplete, complicated by embolism"	"O05.2"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, incomplete, with other and unspecified complications"	"O05.3"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, incomplete, without complication"	"O05.4"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O05.5"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O05.6"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, complete or unspecified, complicated by embolism"	"O05.7"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, complete or unspecified, with other and unspecified complications"	"O05.8"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other abortion, complete or unspecified, without complication"	"O05.9"	4	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, incomplete, complicated by genital tract and pelvic infection"	"O06.0"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, incomplete, complicated by delayed or excessive haemorrhage"	"O06.1"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, incomplete, complicated by embolism"	"O06.2"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, incomplete, with other and unspecified complications"	"O06.3"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, incomplete, without complication"	"O06.4"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	12	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O06.6"	5	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, complete or unspecified, complicated by embolism"	"O06.7"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	15	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	23	4791200056	0.0
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Failed medical abortion, complicated by genital tract and pelvic infection"	"O07.0"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Failed medical abortion, complicated by delayed or excessive haemorrhage"	"O07.1"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Failed medical abortion, complicated by embolism"	"O07.2"	0	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Failed medical abortion, with other and unspecified complications"	"O07.3"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Failed medical abortion, without complication"	"O07.4"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection"	"O07.5"	6	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage"	"O07.6"	5	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other and unspecified failed attempted abortion, complicated by embolism"	"O07.7"	1	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other and unspecified failed attempted abortion, with other and unspecified complications"	"O07.8"	7	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"	"Other and unspecified failed attempted abortion, without complication"	"O07.9"	0	4791200056	Unreliable
"Total"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Pregnancy with abortive outcome"	"O00-O07"			494	4791200056	0.0
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	96	4791200056	0.0
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	135	4791200056	0.0
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium"	"O10.2"	2	4791200056	Unreliable
	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium"	"O10-O16"	"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium"	"O10.3"	5	4791200056	Unreliable
